Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1201,20,3,71.0,9353,20,30,3,0,4,0,12,2,2,0,2,4,5,1970,1970,1,1,8,8,3,0.0,30,30,1,30,30,10,10,0,10,0,864,864,1,40,10,4,864,0,0,864,0,0,1,0,3,1,30,5,6,0,0,1,47,10,1,280,30,30,20,0,0,0,0,0,0,0,7,2006,7,0,116050
1202,60,3,80.0,10400,20,30,3,0,0,0,5,2,2,0,5,7,5,1998,1998,1,1,12,13,3,0.0,30,30,2,40,30,30,10,0,10,0,866,866,1,50,10,4,866,913,0,1779,0,0,2,1,3,1,40,6,6,0,0,1,21,20,2,546,30,30,20,198,36,0,0,0,0,0,3,2009,8,4,197900
1203,50,4,50.0,6000,20,30,3,0,0,0,3,2,2,0,0,5,8,1925,1997,1,1,13,14,3,0.0,30,30,0,30,30,10,10,0,10,0,884,884,1,50,10,4,884,464,0,1348,1,0,1,0,3,1,30,5,6,1,20,5,59,10,1,216,30,30,0,0,0,208,0,0,0,0,5,2009,8,4,117000
1204,20,3,75.0,9750,20,30,3,0,4,0,5,2,2,0,2,7,5,2000,2001,1,1,12,13,1,171.0,40,30,2,40,30,10,10,0,10,0,1630,1630,1,50,10,4,1630,0,0,1630,0,0,2,0,3,1,40,6,6,1,30,1,19,10,2,451,30,30,20,74,234,0,0,0,0,0,10,2009,8,4,213000
1205,20,3,78.0,10140,20,30,3,0,4,0,14,2,2,0,2,5,6,1975,1975,1,1,6,6,3,0.0,30,30,1,40,30,10,50,788,10,0,268,1056,1,50,10,4,1074,0,0,1074,1,0,1,1,3,1,30,6,6,0,0,1,44,20,2,495,30,30,20,0,88,0,0,0,0,0,7,2006,8,4,153500
1206,20,3,90.0,14684,20,20,3,0,1,0,20,2,2,0,2,7,7,1990,1991,3,1,6,6,1,234.0,40,30,1,40,30,20,50,485,40,177,1496,2158,1,40,10,4,2196,0,0,2196,0,0,2,0,3,1,40,7,6,1,30,1,29,20,3,701,30,30,20,84,70,0,0,0,0,0,6,2009,8,4,271900
1207,20,2,0.0,8900,20,30,3,0,4,0,20,2,2,0,2,4,4,1966,1966,1,1,6,6,3,0.0,30,30,1,30,30,10,30,1056,10,0,0,1056,1,30,10,4,1056,0,0,1056,1,0,1,0,2,1,30,5,6,0,0,5,53,10,1,384,30,30,20,0,42,0,0,0,0,0,11,2006,8,4,107000
1208,20,3,70.0,9135,20,30,3,0,4,0,5,2,2,0,2,6,5,2003,2003,1,1,12,13,1,120.0,40,30,2,40,30,30,60,340,10,0,1342,1682,1,50,10,4,1700,0,0,1700,1,0,2,0,3,1,40,7,6,0,0,1,16,20,2,544,30,30,20,192,23,0,0,0,0,0,5,2006,8,4,200000
1209,20,3,70.0,7763,20,30,3,0,4,0,12,2,2,0,2,5,7,1962,1980,1,1,8,8,3,0.0,30,40,1,30,30,10,30,504,40,108,319,931,1,30,10,4,1283,0,0,1283,1,0,1,0,3,1,30,6,6,0,0,5,39,10,2,506,30,30,20,0,0,0,0,0,0,0,10,2008,8,4,140000
1210,20,3,85.0,10182,20,20,3,0,1,0,21,8,2,0,2,8,5,2006,2006,3,1,12,13,4,420.0,40,30,2,50,30,20,60,1220,10,0,440,1660,1,50,10,4,1660,0,0,1660,1,0,2,0,3,1,40,8,6,1,40,1,13,20,2,500,30,30,20,322,50,0,0,0,0,0,5,2006,6,5,290000
1211,60,3,70.0,11218,20,30,3,0,4,0,20,2,2,0,5,6,5,1992,1992,1,1,13,14,3,0.0,40,30,2,40,30,10,10,0,10,0,1055,1055,1,50,10,4,1055,790,0,1845,0,0,2,1,3,1,40,8,6,1,30,1,27,20,2,462,30,30,20,635,104,0,0,0,0,400,5,2010,8,4,189000
1212,50,3,152.0,12134,20,20,0,0,4,1,8,2,2,0,0,8,7,1988,2005,1,1,13,14,3,0.0,40,30,5,40,30,30,60,427,10,0,132,559,1,40,10,4,1080,672,0,1752,0,0,2,0,4,1,30,8,6,0,0,2,31,20,2,492,30,30,20,325,12,0,0,0,0,0,6,2010,8,4,164000
1213,30,3,50.0,9340,20,30,3,0,4,0,7,2,2,0,2,4,6,1941,1950,3,1,8,8,3,0.0,30,30,1,30,30,10,30,344,10,0,328,672,1,30,10,4,672,0,0,672,1,0,1,0,2,1,30,4,6,0,0,1,78,10,1,234,30,30,0,0,113,0,0,0,0,0,8,2009,8,4,113000
1214,80,3,0.0,10246,20,20,3,0,1,0,19,2,2,0,7,4,9,1965,2001,1,1,12,13,3,0.0,30,40,1,30,40,30,60,648,10,0,0,648,1,50,10,4,960,0,0,960,1,1,0,0,0,1,30,3,6,0,0,1,54,10,1,364,30,30,20,88,0,0,0,0,0,0,5,2006,8,4,145000
1215,85,3,69.0,10205,20,20,3,0,4,0,12,2,2,0,6,5,5,1962,1962,1,1,8,8,3,0.0,30,30,1,30,30,30,40,784,10,0,141,925,1,30,10,4,999,0,0,999,1,0,1,0,3,1,30,6,6,0,0,1,57,10,1,300,30,30,20,150,72,0,0,0,0,0,5,2006,8,4,134500
1216,20,3,99.0,7094,20,20,3,0,4,0,19,2,2,0,2,5,5,1966,1966,1,1,12,13,3,0.0,30,30,1,30,30,10,30,180,20,374,340,894,1,30,10,4,894,0,0,894,0,0,1,0,3,1,30,5,6,0,0,5,53,20,1,384,30,30,20,0,0,0,0,0,0,0,5,2007,8,4,125000
1217,90,4,68.0,8930,20,30,3,0,4,0,19,5,2,2,0,6,5,1978,1978,1,1,12,13,3,0.0,30,30,3,0,0,0,0,0,0,0,0,0,1,30,10,4,1318,584,0,1902,0,0,2,0,4,2,30,8,6,0,0,1,41,10,2,539,30,30,20,0,0,0,0,0,0,0,4,2010,8,4,112000
1218,20,1,72.0,8640,20,30,3,0,4,0,21,2,2,0,2,8,5,2009,2009,1,1,5,5,4,72.0,40,30,2,40,30,20,60,936,10,0,364,1300,1,50,10,4,1314,0,0,1314,1,0,2,0,3,1,40,6,6,0,0,1,10,20,2,552,30,30,20,135,112,0,0,0,0,0,9,2009,6,5,229456
1219,50,4,52.0,6240,20,30,3,0,4,0,3,2,2,0,0,4,5,1947,1950,1,1,0,0,3,0.0,30,30,3,0,0,0,0,0,0,0,0,0,1,40,0,4,672,240,0,912,0,0,1,0,2,1,30,3,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2006,8,4,80500
1220,160,4,21.0,1680,20,30,3,0,4,0,2,2,2,3,5,6,5,1971,1971,1,1,5,5,1,236.0,30,30,1,30,30,10,10,0,10,0,672,672,1,30,10,4,672,546,0,1218,0,0,1,1,3,1,30,7,6,0,0,6,0,0,0,0,0,0,0,201,0,0,0,0,0,0,4,2006,8,0,91500
1221,20,3,66.0,7800,20,20,3,0,4,0,12,2,2,0,2,5,5,1964,1964,1,1,13,14,3,0.0,30,30,1,30,30,10,30,312,20,600,0,912,1,30,10,4,912,0,0,912,0,0,1,0,2,1,30,5,6,0,0,1,55,10,1,288,30,30,20,0,0,0,0,0,0,0,11,2006,8,0,115000
1222,20,3,55.0,8250,20,30,3,0,4,0,19,1,2,0,2,5,5,1968,1968,3,1,6,6,3,0.0,30,30,1,30,30,10,40,250,20,492,210,952,1,50,10,4,1211,0,0,1211,0,0,1,0,3,1,30,5,6,1,30,1,51,10,1,322,30,30,20,0,63,0,0,0,0,0,8,2008,8,4,134000
1223,50,3,78.0,10496,20,30,3,0,4,0,12,0,2,0,0,6,6,1949,1950,1,1,13,14,1,320.0,30,30,1,30,30,20,30,196,10,0,844,1040,1,50,10,4,1168,678,0,1846,0,0,2,0,3,1,30,7,6,1,40,1,70,10,1,315,30,30,20,0,0,0,0,0,0,0,1,2007,8,4,143000
1224,20,3,89.0,10680,20,30,3,0,4,0,12,2,2,0,2,5,3,1951,1951,3,1,13,14,1,44.0,30,30,1,30,20,10,20,756,10,0,1380,2136,1,30,0,0,2136,0,0,2136,0,0,2,0,4,1,30,7,4,0,0,5,68,10,2,528,30,30,20,0,30,0,0,0,0,0,10,2006,8,4,137900
1225,60,3,60.0,15384,20,20,3,0,4,0,8,6,2,0,5,7,5,2004,2005,1,1,12,13,3,0.0,40,30,2,40,30,30,60,724,10,0,64,788,1,50,10,4,788,702,0,1490,1,0,2,1,3,1,40,8,6,1,40,1,15,30,2,388,30,30,20,100,75,0,0,0,0,0,2,2008,8,4,184000
1226,80,3,65.0,10482,20,30,3,0,4,0,12,2,2,0,7,6,8,1958,1958,3,1,12,13,1,63.0,30,40,1,30,30,30,60,507,10,0,81,588,1,50,10,4,1138,0,0,1138,0,1,1,0,3,1,30,6,6,0,0,1,61,20,1,264,30,30,20,224,0,0,0,0,0,0,6,2007,8,4,145000
1227,60,3,86.0,14598,20,20,3,0,1,0,21,1,2,0,5,6,5,2007,2007,1,1,12,13,4,74.0,40,30,2,40,30,20,10,0,10,0,894,894,1,50,10,4,894,1039,0,1933,0,0,2,1,4,1,40,9,6,1,40,3,12,30,3,668,30,30,20,100,18,0,0,0,0,0,1,2008,8,4,214000
1228,20,3,72.0,8872,20,30,3,0,0,0,12,2,2,0,2,5,8,1965,2008,1,1,12,13,1,300.0,30,30,1,30,30,10,50,595,10,0,317,912,1,50,10,4,912,0,0,912,1,0,1,0,2,1,40,5,6,0,0,5,27,10,2,576,30,30,20,0,240,0,0,0,0,0,12,2008,8,4,147000
1229,120,3,65.0,8769,20,30,3,0,0,0,16,2,2,4,2,9,5,2008,2008,3,1,8,8,1,766.0,50,30,2,50,30,10,60,1540,10,0,162,1702,1,50,10,4,1702,0,0,1702,1,0,1,1,1,1,50,7,6,1,40,1,11,30,3,1052,30,30,20,0,72,0,0,224,0,0,10,2008,6,5,367294
1230,80,3,70.0,7910,20,30,3,0,4,0,12,2,2,0,7,5,5,1960,1960,3,1,3,6,3,0.0,30,30,1,30,30,10,50,666,10,0,409,1075,1,40,10,4,1507,0,0,1507,0,0,2,0,4,1,30,7,0,0,0,2,59,10,1,404,30,30,20,0,0,0,0,0,0,0,8,2008,8,4,127000
1231,90,3,0.0,18890,20,20,3,0,4,0,19,1,5,2,0,5,5,1977,1977,5,1,9,10,3,1.0,30,30,1,40,30,10,60,498,30,211,652,1361,1,50,10,4,1361,1259,0,2620,0,0,2,2,4,2,30,12,6,1,30,3,42,20,2,600,30,30,0,155,24,145,0,0,0,8300,8,2007,8,4,190000
1232,90,3,70.0,7728,20,30,3,0,4,0,12,2,2,2,7,5,6,1962,1962,3,1,13,14,1,120.0,30,30,1,30,30,30,50,803,10,0,303,1106,1,30,10,4,1190,0,0,1190,1,0,1,0,3,1,30,6,6,0,0,1,57,10,2,540,30,30,20,0,18,0,0,0,0,0,5,2006,8,4,132500
1233,90,3,70.0,9842,20,30,3,0,2,0,12,2,2,2,2,4,5,1962,1962,1,1,6,6,3,0.0,30,30,3,0,0,0,0,0,0,0,0,0,1,30,10,4,1224,0,0,1224,0,0,2,0,2,2,30,6,6,0,0,4,57,10,2,462,30,30,20,0,0,0,0,0,0,0,3,2007,8,4,101800
1234,20,3,0.0,12160,20,20,3,0,4,0,12,2,2,0,2,5,5,1959,1959,3,1,9,10,1,180.0,30,30,1,30,30,10,30,1000,10,0,188,1188,1,20,10,4,1188,0,0,1188,1,0,1,0,3,1,30,6,6,0,0,1,60,20,2,531,30,30,20,0,0,0,0,0,0,0,5,2010,0,0,142000
1235,70,2,55.0,8525,20,30,0,0,4,0,18,2,2,0,5,5,6,1911,1950,1,1,8,8,3,0.0,30,30,2,30,30,30,10,0,10,0,940,940,1,30,0,0,1024,940,0,1964,0,0,1,1,4,1,30,7,6,0,0,6,0,0,0,0,0,0,0,0,192,0,0,0,0,0,11,2008,8,0,130000
1236,70,3,96.0,13132,20,30,3,0,4,0,6,2,2,0,5,5,5,1914,1950,1,1,13,14,3,0.0,30,30,0,40,30,20,10,0,10,0,747,747,1,40,10,1,892,892,0,1784,0,0,1,1,4,1,30,9,6,0,0,5,105,10,1,180,20,20,0,203,40,0,0,0,0,0,7,2006,8,4,138887
1237,160,3,36.0,2628,20,30,3,0,4,0,16,2,2,3,5,7,5,2003,2003,1,1,12,15,4,106.0,40,30,2,40,30,10,10,0,10,0,764,764,1,50,10,4,764,862,0,1626,0,0,2,1,2,1,40,6,6,0,0,3,16,20,2,474,30,30,20,0,27,0,0,0,0,0,6,2010,8,4,175500
1238,60,3,41.0,12393,20,10,3,0,2,0,5,2,2,0,5,7,5,2004,2005,1,1,12,13,3,0.0,40,30,2,40,30,10,10,0,10,0,847,847,1,50,10,4,847,1101,0,1948,0,0,2,1,4,1,40,8,6,1,40,3,15,30,2,434,30,30,20,100,48,0,0,0,0,0,9,2006,8,4,195000
1239,20,3,63.0,13072,20,30,3,0,4,0,20,5,2,0,2,6,5,2005,2005,1,1,12,13,3,0.0,40,30,2,40,30,10,10,0,10,0,1141,1141,1,50,10,4,1141,0,0,1141,0,0,1,1,3,1,30,6,6,0,0,5,14,10,2,484,30,30,20,0,0,0,0,0,0,0,3,2006,8,0,142500
1240,20,3,64.0,9037,20,20,1,0,4,0,23,2,2,0,2,8,5,2006,2006,3,1,12,13,1,32.0,40,30,2,40,30,30,60,428,10,0,1048,1476,1,50,10,4,1484,0,0,1484,0,0,2,0,2,1,50,6,6,1,40,1,13,20,2,472,30,30,20,120,33,0,0,0,0,0,12,2007,8,4,265900
1241,60,3,65.0,8158,20,30,3,0,4,0,5,2,2,0,5,7,5,2003,2003,1,1,12,13,1,252.0,40,30,2,40,30,10,60,550,10,0,334,884,1,50,10,4,884,884,0,1768,1,0,2,1,3,1,40,8,6,0,0,1,16,20,2,543,30,30,20,0,63,0,0,0,0,0,7,2008,8,4,224900
1242,20,3,83.0,9849,20,30,3,0,4,0,21,2,2,0,2,7,6,2007,2007,3,1,12,13,4,0.0,40,30,2,40,30,30,10,0,10,0,1689,1689,1,50,10,4,1689,0,0,1689,0,0,2,0,3,1,40,7,6,0,0,1,12,20,3,954,30,30,20,0,56,0,0,0,0,0,6,2007,6,5,248328
1243,85,3,85.0,10625,20,30,3,0,4,0,14,2,2,0,6,7,6,1974,1974,1,1,9,10,1,81.0,30,30,1,40,30,40,60,885,20,168,0,1053,1,30,10,4,1173,0,0,1173,1,0,2,0,3,1,40,6,6,2,30,1,45,20,2,528,30,30,20,0,120,0,0,0,0,0,1,2010,8,3,170000
1244,20,3,107.0,13891,20,30,3,0,4,0,16,2,2,0,2,10,5,2006,2006,1,1,12,13,2,0.0,50,30,2,50,40,40,60,1386,10,0,690,2076,1,50,10,4,2076,0,0,2076,1,0,2,1,2,1,50,7,6,1,40,1,13,30,3,850,30,30,20,216,229,0,0,0,0,0,9,2006,6,5,465000
1245,70,3,0.0,11435,20,20,1,0,0,1,6,2,2,0,5,8,7,1929,1950,1,1,3,12,3,0.0,30,30,2,40,30,10,10,0,10,0,792,792,1,20,10,4,792,725,0,1517,0,0,1,0,3,1,40,7,6,2,40,5,88,10,2,400,30,30,20,0,0,0,0,0,0,0,6,2006,8,4,230000
1246,80,3,78.0,12090,20,30,3,0,4,0,14,2,2,0,7,6,7,1984,2003,3,1,12,13,1,74.0,30,30,1,40,30,10,10,0,10,0,585,585,1,50,10,4,1140,728,0,1868,0,0,3,1,3,1,30,7,6,1,30,3,35,30,2,477,30,30,20,268,112,0,0,147,0,0,1,2007,8,0,178000
1247,60,1,65.0,8125,20,30,3,0,4,0,21,2,2,0,5,7,5,2005,2006,1,1,12,13,3,0.0,40,30,2,40,30,10,10,0,10,0,756,756,1,50,10,4,756,797,0,1553,0,0,2,1,3,1,40,6,6,0,0,1,14,20,2,615,30,30,20,0,45,0,0,0,0,0,3,2006,6,5,186500
1248,80,3,0.0,12328,20,20,3,0,4,0,11,2,2,0,7,6,5,1976,1976,1,1,6,6,1,335.0,30,30,1,30,30,30,60,539,10,0,473,1012,1,30,10,4,1034,0,0,1034,1,0,1,0,3,1,30,6,6,0,0,1,43,10,3,888,30,30,20,0,0,0,0,0,0,0,5,2010,8,4,169900
1249,75,4,60.0,9600,20,30,3,0,4,0,17,2,2,0,4,6,5,1917,1950,1,1,0,0,3,0.0,30,30,0,40,30,10,30,319,10,0,416,735,4,20,0,4,1134,924,0,2058,0,0,1,1,3,1,30,8,6,1,40,5,69,10,2,396,20,20,10,0,0,259,0,0,0,0,4,2008,8,4,129500
1250,20,3,60.0,7200,20,30,3,0,4,0,12,2,2,0,2,5,7,1950,1950,1,1,8,8,3,0.0,30,30,1,30,30,10,40,534,30,96,246,876,1,30,10,4,988,0,0,988,0,0,1,0,3,1,30,6,6,0,0,1,69,10,1,276,30,30,20,0,80,0,0,0,0,0,5,2007,8,4,119000
1251,20,3,93.0,11160,20,30,3,0,0,0,12,2,2,0,2,7,5,1968,1968,3,1,3,3,3,0.0,40,30,1,30,30,10,50,1065,10,0,1045,2110,1,50,10,4,2110,0,0,2110,1,0,2,1,3,1,50,8,6,2,30,1,51,30,2,522,30,30,20,0,0,0,0,0,0,0,4,2010,8,4,244000
1252,120,3,0.0,3136,20,20,3,0,0,0,16,2,2,4,2,7,5,2003,2003,1,1,12,15,4,163.0,40,30,2,40,30,10,10,0,10,0,1405,1405,1,50,10,4,1405,0,0,1405,0,0,2,0,2,1,40,6,6,1,40,1,16,20,2,478,30,30,20,148,36,0,0,0,0,0,3,2006,8,4,171750
1253,20,3,62.0,9858,20,30,3,0,4,0,11,2,2,0,2,5,6,1968,1968,1,1,6,6,3,0.0,30,30,1,30,30,10,40,510,10,0,354,864,1,30,10,4,874,0,0,874,1,0,1,0,3,1,30,5,6,0,0,1,51,20,1,288,30,30,20,33,0,0,0,0,0,600,11,2009,8,4,130000
1254,60,3,0.0,17542,20,20,3,0,4,0,24,2,2,0,5,7,7,1974,2003,1,1,13,14,3,0.0,40,30,1,30,30,40,20,125,50,1031,36,1192,1,30,10,4,1516,651,0,2167,1,0,2,1,3,1,40,9,6,2,40,1,45,20,2,518,30,30,20,220,47,0,0,0,0,0,7,2007,8,4,294000
1255,60,3,60.0,6931,20,30,3,0,4,0,7,2,2,0,5,7,5,2003,2004,1,1,12,13,4,92.0,40,30,2,40,30,10,10,0,10,0,746,746,1,50,10,4,760,896,0,1656,0,0,2,1,3,1,40,7,6,1,40,3,16,30,2,397,30,30,20,178,128,0,0,0,0,0,7,2008,8,4,165400
1256,50,4,52.0,6240,20,30,3,0,4,0,3,2,2,0,0,6,6,1931,1950,1,1,13,14,3,0.0,30,30,0,30,20,10,20,425,10,0,459,884,1,30,10,0,959,408,0,1367,0,0,1,0,3,1,30,6,6,1,40,5,41,10,1,560,30,30,20,0,0,0,0,120,0,0,11,2007,8,4,127500
1257,20,3,91.0,14303,20,20,3,0,0,0,15,2,2,0,2,8,5,1994,1994,3,1,6,6,1,554.0,40,30,2,40,30,40,60,1314,10,0,672,1986,1,50,10,4,1987,0,0,1987,1,0,2,0,2,1,40,7,6,1,30,1,25,30,2,691,30,30,20,262,36,0,0,0,0,0,8,2008,8,4,301500
1258,30,3,56.0,4060,20,30,3,0,0,0,7,1,2,0,2,5,8,1922,1950,1,1,13,14,3,0.0,30,30,2,20,30,10,10,0,10,0,864,864,1,50,10,4,864,0,0,864,0,0,1,0,2,1,30,4,6,0,0,6,0,0,0,0,0,0,20,0,96,0,0,0,0,0,7,2009,8,4,99900
1259,80,3,59.0,9587,20,20,3,0,4,0,8,2,2,0,7,7,5,2005,2005,1,1,12,13,4,182.0,40,30,2,40,30,40,60,655,10,0,201,856,1,50,10,4,1166,0,0,1166,1,0,2,0,2,1,40,5,6,0,0,1,14,30,2,400,30,30,20,212,0,0,0,0,0,0,7,2008,8,4,190000
1260,20,3,65.0,9750,20,30,3,0,2,0,12,2,2,0,2,6,8,1969,1969,1,1,6,6,3,0.0,30,30,1,40,30,10,50,602,20,438,14,1054,1,40,10,4,1054,0,0,1054,1,0,1,1,3,1,30,6,6,0,0,1,50,10,2,460,30,30,20,180,0,0,0,80,0,0,7,2008,8,4,151000
1261,60,3,0.0,24682,20,0,3,0,1,0,8,6,2,0,5,6,5,1999,1999,1,1,12,13,3,0.0,30,30,2,40,30,10,10,0,10,0,841,841,1,50,10,4,892,783,0,1675,0,0,2,1,3,1,30,7,6,1,30,3,20,30,2,502,30,30,20,0,103,0,0,0,0,0,6,2009,8,4,181000
1262,20,3,80.0,9600,20,30,3,0,4,0,12,2,2,0,2,5,6,1956,1956,3,1,8,8,3,0.0,30,30,1,30,30,10,30,504,10,0,546,1050,1,40,10,4,1050,0,0,1050,0,0,1,0,2,1,30,5,6,0,0,1,63,10,1,338,30,30,20,0,0,0,0,0,0,0,6,2009,8,4,128900
1263,50,3,0.0,11250,20,30,3,0,4,0,4,2,2,0,0,4,5,1957,1989,1,1,13,14,3,0.0,30,30,1,30,30,30,10,0,10,0,1104,1104,1,50,10,0,1104,684,0,1788,1,0,1,0,5,1,30,8,3,2,30,1,62,10,1,304,30,30,20,120,0,0,0,0,0,0,11,2009,8,4,161500
1264,70,3,60.0,13515,20,30,3,0,4,0,3,2,2,0,5,6,6,1919,1950,2,1,13,14,3,0.0,30,30,2,30,30,10,10,0,10,0,764,764,1,50,10,0,1060,764,0,1824,0,0,1,0,3,1,30,8,6,1,40,5,79,10,2,520,30,30,0,0,0,126,0,0,0,0,7,2007,8,4,180500
1265,120,2,34.0,4060,20,30,3,0,4,0,12,2,2,4,2,6,5,1998,1999,1,1,8,8,3,0.0,40,30,2,40,30,10,60,266,10,0,1139,1405,1,50,10,4,1337,0,0,1337,1,0,2,0,2,1,40,5,6,0,0,1,21,30,2,511,30,30,20,144,68,0,0,0,0,0,8,2008,0,0,181000
1266,160,1,35.0,3735,20,30,3,0,3,0,21,2,2,4,5,7,5,1999,1999,3,1,8,8,1,218.0,40,30,2,40,30,10,60,450,10,0,241,691,1,50,10,4,713,739,0,1452,1,0,2,1,3,1,40,6,6,0,0,5,20,10,2,506,30,30,20,0,34,0,0,0,0,0,3,2006,8,4,183900
1267,190,4,60.0,10120,20,20,0,0,4,0,17,1,2,1,4,7,4,1910,1950,3,1,13,14,3,0.0,20,30,1,30,30,10,10,0,10,0,925,925,1,30,0,1,964,925,0,1889,0,0,1,1,4,2,30,9,6,1,40,5,59,10,1,308,30,30,0,0,0,264,0,0,0,0,1,2007,8,4,122000
1268,20,3,89.0,13214,20,20,1,0,4,0,23,2,2,0,2,9,5,2008,2009,3,1,11,5,3,0.0,50,30,2,50,30,40,10,0,10,0,2002,2002,1,50,10,4,2018,0,0,2018,0,0,2,0,3,1,50,10,6,1,40,1,10,30,3,746,30,30,20,144,76,0,0,0,0,0,5,2010,8,4,378500
1269,50,3,0.0,14100,20,20,3,0,4,1,6,2,2,0,0,8,9,1935,1997,1,1,11,12,1,632.0,30,40,1,30,30,20,30,192,10,0,536,728,1,50,10,4,1968,1479,0,3447,0,0,3,1,4,1,40,11,6,2,40,3,37,10,3,1014,30,30,20,314,12,0,0,0,0,0,5,2008,8,4,381000
1270,50,3,78.0,11344,20,30,3,0,4,0,12,1,2,0,0,5,5,1958,1958,1,1,8,8,1,180.0,30,30,1,30,30,10,40,460,10,0,414,874,2,30,10,0,874,650,0,1524,0,0,1,1,3,1,30,7,6,0,0,1,61,10,1,315,30,30,20,0,0,0,0,0,0,0,7,2007,8,4,144000
1271,40,3,0.0,23595,20,30,2,0,4,2,4,2,2,0,2,7,6,1979,1979,5,6,9,10,3,0.0,40,30,2,40,30,40,60,1258,10,0,74,1332,1,30,10,4,1332,192,0,1524,2,0,0,1,0,1,40,4,6,1,30,1,40,30,2,586,30,30,20,268,0,0,0,0,0,0,4,2010,8,4,260000
1272,20,3,0.0,9156,20,20,3,0,4,0,14,4,2,0,2,6,7,1968,1968,3,1,3,3,3,0.0,30,30,1,30,30,10,10,0,10,0,1489,1489,1,40,10,4,1489,0,0,1489,0,0,2,0,3,1,40,7,6,1,40,1,51,20,2,462,30,30,20,0,0,0,0,0,0,0,8,2009,8,4,185750
1273,20,3,0.0,13526,20,20,3,0,1,0,19,2,2,0,2,5,6,1965,1965,3,1,6,10,1,114.0,30,30,1,30,30,10,40,560,20,375,0,935,1,30,10,4,935,0,0,935,1,0,1,0,3,1,30,5,6,0,0,1,54,10,1,288,30,30,20,180,0,0,0,0,0,0,11,2006,8,4,137000
1274,80,3,124.0,11512,20,20,3,0,0,0,7,2,2,0,7,6,7,1959,2006,1,1,9,10,1,84.0,30,30,1,30,30,30,50,719,10,0,300,1019,1,40,10,4,1357,0,0,1357,1,0,1,0,2,1,50,5,6,1,40,2,60,20,1,312,30,30,20,0,0,0,0,163,0,0,5,2008,8,4,177000
1275,50,3,53.0,5362,20,30,3,0,0,0,6,2,2,0,0,5,6,1910,2003,1,1,13,15,3,0.0,30,30,2,30,30,10,10,0,10,0,661,661,1,50,10,4,661,589,0,1250,0,0,2,0,3,1,30,8,6,1,40,5,34,10,2,552,30,30,20,242,0,81,0,0,0,0,11,2007,8,4,139000
1276,90,3,95.0,11345,20,30,3,0,0,0,12,1,2,2,5,5,5,1948,1950,1,4,0,0,4,567.0,30,30,1,30,30,10,30,220,10,0,708,928,1,40,10,0,928,992,0,1920,0,0,2,0,4,2,30,10,6,0,0,5,71,10,2,400,30,20,20,0,0,0,0,0,0,0,7,2007,8,4,137000
1277,60,3,0.0,12936,20,20,3,0,1,0,14,2,2,0,5,6,6,1972,1972,1,1,6,10,3,0.0,30,30,1,30,40,10,40,593,10,0,130,723,1,30,10,4,735,660,0,1395,0,1,1,1,3,1,30,6,6,1,30,1,47,10,2,497,30,30,20,294,116,0,0,0,0,0,12,2009,8,4,162000
1278,80,3,0.0,17871,20,20,3,0,1,0,14,2,2,0,7,6,5,1967,1976,1,1,6,6,1,359.0,30,30,1,40,30,30,50,528,10,0,1152,1680,1,20,10,4,1724,0,0,1724,1,0,1,1,3,1,30,7,6,1,40,1,52,20,2,480,30,30,20,0,0,0,0,0,0,0,6,2009,8,4,197900
1279,60,3,75.0,9473,20,30,3,0,4,0,5,2,2,0,5,8,5,2002,2002,1,1,12,13,2,0.0,40,30,2,40,30,10,60,804,10,0,324,1128,1,50,10,4,1128,903,0,2031,1,0,2,1,3,1,40,7,6,1,40,1,17,20,2,577,30,30,20,0,211,0,0,0,0,0,3,2008,8,4,237000
1280,50,0,60.0,7500,20,30,3,0,4,0,9,2,2,0,0,4,4,1920,1950,1,1,8,8,3,0.0,30,40,1,30,30,10,10,0,10,0,698,698,1,30,10,0,698,430,0,1128,0,0,1,0,2,1,30,6,6,0,0,5,39,20,2,528,30,30,20,30,0,164,0,0,0,0,4,2010,0,0,68400
